month,boutique,market,region,location_type,division,category,monthly_sales_target,traffic_target,conversion_target,clienteling_target
2025-01,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,1808374.94,1300,0.338,440
2025-01,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,484799.36,2528,0.214,221
2025-01,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,354726.54,2409,0.33,432
2025-01,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,310822.34,4060,0.284,157
2025-01,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,183425.85,2317,0.226,293
2025-01,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1378412.12,3439,0.205,370
2025-01,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,985035.51,3936,0.184,273
2025-01,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,426534.51,3241,0.287,239
2025-01,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,129675.68,2689,0.3,176
2025-01,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,216376.27,3842,0.197,305
2025-02,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,1719476.12,4377,0.185,286
2025-02,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,498669.87,1314,0.293,354
2025-02,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,374520.92,3087,0.273,437
2025-02,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,341888.76,2490,0.246,540
2025-02,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,176645.71,4127,0.265,485
2025-02,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1288709.2,3227,0.253,541
2025-02,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,955067.22,2435,0.342,206
2025-02,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,404336.86,3979,0.234,153
2025-02,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,163532.83,1485,0.325,208
2025-02,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,187987.2,4599,0.189,235
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,1766396.13,3983,0.237,197
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,525454.02,1199,0.254,161
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,346461.73,3653,0.245,420
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,357291.36,4487,0.313,600
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,201002.08,3441,0.34,489
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1264670.5,4555,0.279,558
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,917458.36,4095,0.283,237
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,387298.14,1172,0.204,564
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,144257.48,2063,0.298,529
2025-03,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,252108.87,1688,0.279,568
2025-04,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,1974392.66,3013,0.286,563
2025-04,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,547868.9,4128,0.246,156
2025-04,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,391479.88,4508,0.285,565
2025-04,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,348332.6,4778,0.194,558
2025-04,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,175184.12,5193,0.349,497
2025-04,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1415930.76,3417,0.299,642
2025-04,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,1033878.32,2143,0.335,352
2025-04,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,436338.2,2537,0.282,165
2025-04,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,172965.55,3193,0.267,525
2025-04,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,238379.09,3756,0.279,494
2025-05,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,1872173.9,3471,0.3,326
2025-05,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,640082.23,2432,0.282,364
2025-05,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,442533.68,4989,0.26,244
2025-05,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,331437.84,4438,0.199,578
2025-05,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,220498.63,3984,0.321,238
2025-05,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1477980.08,3665,0.274,311
2025-05,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,966796.1,3397,0.328,397
2025-05,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,504281.95,3321,0.243,476
2025-05,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,177050.39,4385,0.321,193
2025-05,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,248635.77,3829,0.259,579
2025-06,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,2184646.06,3900,0.303,521
2025-06,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,496276.78,2624,0.306,234
2025-06,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,433382.27,1488,0.239,275
2025-06,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,336472.23,4267,0.279,311
2025-06,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,240021.6,5182,0.307,301
2025-06,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1407401.85,4446,0.308,630
2025-06,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,1155425.6,2145,0.236,290
2025-06,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,489059.28,1438,0.2,582
2025-06,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,177652.68,3264,0.215,474
2025-06,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,233656.65,2537,0.266,458
2025-07,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,1951683.74,4378,0.275,250
2025-07,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,533103.17,2158,0.271,441
2025-07,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,395323.72,3451,0.262,548
2025-07,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,321608.22,1530,0.262,270
2025-07,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,189603.15,2307,0.183,501
2025-07,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1354999.85,1815,0.273,186
2025-07,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,948045.6,3575,0.348,158
2025-07,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,402844.75,3107,0.3,264
2025-07,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,138922.43,4129,0.239,230
2025-07,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,216745.22,4399,0.279,329
2025-08,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,1710193.03,3759,0.309,413
2025-08,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,461463.35,3945,0.246,197
2025-08,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,333618.63,3258,0.283,349
2025-08,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,279490.71,3899,0.272,173
2025-08,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,163601.67,3928,0.28,378
2025-08,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1298918.35,2319,0.328,235
2025-08,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,733622.09,2987,0.255,350
2025-08,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,369832.53,1298,0.273,318
2025-08,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,151852.63,2636,0.212,432
2025-08,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,168734.81,3403,0.225,521
2025-09,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,2053066.25,3367,0.195,531
2025-09,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,533918.96,3970,0.186,581
2025-09,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,371879.09,5206,0.235,215
2025-09,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,353663.26,1339,0.32,427
2025-09,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,238619.11,2196,0.191,341
2025-09,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1850982.31,4252,0.184,352
2025-09,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,957343.53,5456,0.233,475
2025-09,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,451803.78,4948,0.276,374
2025-09,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,160271.42,1614,0.279,220
2025-09,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,272739.75,5182,0.219,378
2025-10,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,2011695.34,4908,0.216,220
2025-10,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,518514.43,3279,0.317,678
2025-10,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,442430.31,4548,0.34,468
2025-10,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,358036.44,1947,0.299,701
2025-10,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,222783.13,3784,0.21,669
2025-10,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1699127.57,4364,0.322,320
2025-10,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,1120452.77,1904,0.343,308
2025-10,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,431278.02,1333,0.206,486
2025-10,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,190803.69,4535,0.24,328
2025-10,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,251751.32,4656,0.194,304
2025-11,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,2405245.06,2653,0.327,473
2025-11,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,600924.78,2801,0.35,440
2025-11,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,498027.04,5482,0.345,503
2025-11,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,397123.6,6168,0.325,608
2025-11,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,220670.26,5330,0.192,625
2025-11,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,1784465.27,5313,0.345,335
2025-11,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,1150472.44,2825,0.22,254
2025-11,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,551640.27,1506,0.216,286
2025-11,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,187951.12,1665,0.327,649
2025-11,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,274901.6,5579,0.317,734
2025-12,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Handbags,2986151.17,4491,0.227,844
2025-12,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Small Leather Goods,692552.71,5654,0.232,656
2025-12,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Costume Jewelry,525339.87,3283,0.278,738
2025-12,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Other Accessories,456500.88,6110,0.331,421
2025-12,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Eyewear,285797.88,7263,0.262,511
2025-12,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,2027253.27,1770,0.249,834
2025-12,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Ready-to-Wear,1345596.49,5856,0.342,536
2025-12,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Fashion,Footwear,667673.27,4877,0.263,346
2025-12,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Watches,245344.89,6330,0.204,810
2025-12,South Coast Plaza,West Coast,Americas,Fashion + Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,337532.83,3797,0.217,548
2025-01,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,1767004.22,3074,0.277,293
2025-01,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,448855.51,1362,0.315,298
2025-01,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,392764.67,2480,0.222,488
2025-01,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,333783.02,3297,0.308,516
2025-01,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,160053.11,2812,0.196,182
2025-01,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,320401.19,1835,0.263,315
2025-01,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1140380.03,1066,0.311,325
2025-01,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,415087.03,2505,0.238,504
2025-01,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,139922.94,3916,0.267,552
2025-01,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,189310.7,3428,0.323,132
2025-02,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,1931358.72,3048,0.303,549
2025-02,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,442317.19,3018,0.316,305
2025-02,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,435425.81,3377,0.295,441
2025-02,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,339704.55,1522,0.321,413
2025-02,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,158802.11,3978,0.343,190
2025-02,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,306978.73,2917,0.284,266
2025-02,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1027392.43,4063,0.306,330
2025-02,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,489371.07,2242,0.182,393
2025-02,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,112744.46,3149,0.238,458
2025-02,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,184407.15,2844,0.238,400
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,1962755.94,4572,0.208,495
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,531839.29,2374,0.181,256
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,350534.76,4445,0.278,453
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,327654.96,4633,0.25,298
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,171223.25,1285,0.335,226
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,328226.44,4963,0.238,597
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1111834.92,2584,0.305,604
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,473639.34,2095,0.2,516
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,159806.15,4449,0.305,576
2025-03,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,186885.02,1335,0.333,375
2025-04,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,2148481.34,1391,0.198,386
2025-04,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,526756.2,1642,0.347,498
2025-04,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,492382.73,4066,0.292,625
2025-04,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,388485.34,3964,0.277,596
2025-04,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,157430.46,1814,0.345,618
2025-04,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,349738.84,3790,0.189,225
2025-04,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1055531.9,1960,0.278,331
2025-04,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,487565.83,1221,0.261,642
2025-04,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,144139.3,2876,0.194,486
2025-04,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,199396.01,1362,0.218,388
2025-05,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,1919465.18,3771,0.232,321
2025-05,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,549881.23,2250,0.249,357
2025-05,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,500292.14,2689,0.276,167
2025-05,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,357748.94,1827,0.34,660
2025-05,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,161519.42,3233,0.274,581
2025-05,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,351909.18,4195,0.271,587
2025-05,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1200725.69,5260,0.275,367
2025-05,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,446943.15,2015,0.234,432
2025-05,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,167084.42,4918,0.259,259
2025-05,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,240013.57,1912,0.187,537
2025-06,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,2305425.28,1652,0.181,589
2025-06,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,551837.98,4275,0.311,155
2025-06,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,505139.58,2964,0.333,155
2025-06,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,283267.23,2034,0.321,448
2025-06,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,201709.92,3701,0.255,342
2025-06,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,326050.08,1978,0.257,639
2025-06,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1207049.71,3360,0.232,478
2025-06,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,521769.21,4446,0.251,521
2025-06,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,123022.29,3615,0.255,223
2025-06,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,204313.3,3160,0.189,504
2025-07,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,1970426.93,2631,0.227,253
2025-07,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,483482.78,2587,0.326,315
2025-07,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,432430.98,2431,0.233,364
2025-07,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,341021.33,3655,0.191,526
2025-07,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,168193.35,4261,0.202,492
2025-07,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,321338.72,1143,0.218,577
2025-07,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1103723.95,2876,0.195,414
2025-07,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,379532.8,3034,0.328,498
2025-07,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,132257.61,1341,0.298,549
2025-07,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,201382.23,4003,0.273,404
2025-08,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,1564889.32,3453,0.321,146
2025-08,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,412155.71,3198,0.222,428
2025-08,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,410080.66,4111,0.199,153
2025-08,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,309606.31,3024,0.204,358
2025-08,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,143166.17,4057,0.194,387
2025-08,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,278766.54,2487,0.256,200
2025-08,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1031643.21,2100,0.347,358
2025-08,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,400645.39,1089,0.285,509
2025-08,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,134262.93,1710,0.197,390
2025-08,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,179678.0,2139,0.282,335
2025-09,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,2295319.82,4419,0.31,561
2025-09,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,488960.59,4884,0.259,469
2025-09,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,473120.52,2713,0.291,474
2025-09,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,410444.1,4822,0.25,233
2025-09,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,157023.22,3241,0.317,341
2025-09,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,380294.53,4912,0.264,561
2025-09,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1037592.98,4783,0.317,262
2025-09,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,569406.83,4297,0.323,383
2025-09,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,157506.3,1607,0.206,633
2025-09,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,202901.02,2707,0.283,257
2025-10,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,2456234.65,1846,0.309,603
2025-10,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,606003.07,4812,0.202,418
2025-10,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,577210.96,3325,0.318,605
2025-10,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,418452.21,1728,0.29,445
2025-10,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,192019.53,3780,0.272,630
2025-10,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,371991.12,3007,0.273,469
2025-10,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1262949.28,1987,0.21,708
2025-10,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,525363.74,3631,0.329,272
2025-10,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,163807.06,1460,0.248,618
2025-10,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,194108.81,2568,0.203,308
2025-11,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,2729015.02,1799,0.308,498
2025-11,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,665012.99,3292,0.255,714
2025-11,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,619814.36,3946,0.274,603
2025-11,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,437306.0,2736,0.291,474
